,Hotel_Name,Hotel_Address,lat,lng,Reviewer_Average_Score,Total_No_Of_Reviewers,Non_Reviewer_Average_Score
17922,Knightsbridge Hotel,10 Beaufort Gardens Kensington and Chelsea London SW3 1PT United Kingdom,51.4980052,-0.1643238,9.10057803468,173,9.0992248062
18095,The London EDITION,10 Berners Street Westminster Borough London W1T 3NP United Kingdom,51.5167472,-0.135965,9.12907801418,141,9.05176470588
18236,The Cranley Hotel,10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom,51.4916378,-0.1832833,7.698125,160,8.01168831169
18445,The Nadler Soho,10 Carlisle Street Westminster Borough London W1D 3BR United Kingdom,51.5147387,-0.1341108,9.15580448065,491,8.76747720365
18936,Grange St Paul s Hotel,10 Godliman Street City of London London EC4V 5AJ United Kingdom,51.5127625,-0.0997157,8.49150779896,1154,8.51243654822
20090,The Ampersand Hotel,10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,51.4943077,-0.1755579,9.18534031414,382,8.95181818182
20472,Covent Garden Hotel,10 Monmouth Street Camden London WC2H 9HB United Kingdom,51.5145986,-0.1270336,9.58783783784,74,9.09782608696
20546,The Nadler Victoria,10 Palace Place Westminster Borough London SW1E 5BW United Kingdom,51.4990259,-0.1427453,9.31214642263,601,9.27590759076
21147,Novotel London Tower Bridge,10 Pepys Street City of London London EC3N 2NR United Kingdom,51.5106538,-0.0773676,8.72082262211,389,8.38139534884
22607,W London Leicester Square,10 Wardour Street Leicester Square Westminster Borough London W1D 6QF United Kingdom,51.510843,-0.1314287,8.31235955056,267,8.49176470588
22874,The Victoria,10 West Temple Sheen London SW14 7RT United Kingdom,51.4611219,-0.2756216,8.27037037037,162,8.36857142857
23036,Pullman London St Pancras,100 110 Euston Road Camden London NW1 2AJ United Kingdom,51.5286766,-0.1283489,8.8998389694,1242,8.90027472527
24278,Crowne Plaza London Kensington,100 Cromwell Road Kensington and Chelsea London SW7 4ER United Kingdom,51.495179,-0.183827,8.64360655738,305,8.79772727273
24583,Doubletree by Hilton London Kensington,100 Queen s Gate Kensington and Chelsea London SW7 5AG United Kingdom,51.4925138,-0.1787917,7.96937561943,1009,8.05711645102
25592,Ace Hotel London Shoreditch,100 Shoreditch High Street Hackney London E1 6JQ United Kingdom,51.5254162,-0.0772849,8.68307392996,514,8.49430693069
26106,Staybridge Suites London Vauxhall,100 Vauxhall Walk Lambeth London SE11 5AL United Kingdom,51.4891226,-0.1205639,9.31885245902,244,8.8914893617
26350,The Grosvenor,101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom,51.4956657,-0.1452793,8.34976928148,1517,8.49093078759
27867,The Park Tower Knightsbridge a Luxury Collection Hotel,101 Knightsbridge Westminster Borough London SW1X 7RN United Kingdom,51.5014191,-0.1625805,8.03454545455,275,8.35066225166
28757,Thistle Kensington Gardens,104 Bayswater Rd Westminster Borough London W2 3HL United Kingdom,51.5108439,-0.1839074,8.25266821346,862,8.1025751073
29619,Park Plaza Sherlock Holmes London,108 Baker Street Westminster Borough London W1U 6LJ United Kingdom,51.5209191,-0.1566567,8.09256756757,592,8.38651026393
30320,The Kensington Hotel,109 113 Queen s Gate Kensington and Chelsea London SW7 5LR United Kingdom,51.4925478,-0.1780611,8.72972972973,333,8.65330188679
30653,Holiday Inn London Stratford City,10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,51.5426054,-0.0072708,8.67937625755,994,8.73198127925
31647,Staybridge Suites London Stratford,10b Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,51.5426351,-0.0073272,9.20469387755,490,9.19072580645
32137,Shepherd s Bush Boutique Hotel,11 12 Poplar Mews Shepherd s Bush Hammersmith and Fulham London W12 7JS United Kingdom,51.5054544,-0.2262216,8.04048964218,531,7.90528634361
32668,My Bloomsbury,11 13 Bayley Street Bedford Square Camden London WC1B 3HD United Kingdom,51.5188555,-0.1319172,7.96349892009,463,8.34980237154
33703,11 Cadogan Gardens,11 Cadogan Gardens Sloane Square Kensington and Chelsea London SW3 2RJ United Kingdom,51.4936161,-0.1592347,8.84528301887,159,8.47128712871
33862,The Wellesley Knightsbridge a Luxury Collection Hotel London,11 Knightsbridge Westminster Borough London SW1X 7LY United Kingdom,51.502485,-0.1539265,9.09480519481,77,8.86964285714
34660,The Rembrandt,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom,51.4959227,-0.1702917,8.5941011236,712,8.34085510689
35804,Ashburn Hotel,111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom,51.4945522,-0.1861213,8.65606694561,239,8.49105691057
36043,Marlin Waterloo,111 Westminster Bridge Road Lambeth London SE1 7JD United Kingdom,51.4990953,-0.1132136,8.35476190476,84,9.09047619048
36359,Novotel London Waterloo,113 Lambeth Rd Lambeth London SE1 7LS United Kingdom,51.4948465,-0.1187481,8.0118466899,287,8.50681818182
36646,The Athenaeum,116 Piccadilly Westminster Borough London W1J 7BJ United Kingdom,51.504716,-0.1475618,7.97830687831,189,8.31904761905
36835,Park International Hotel,117 129 Cromwell Road Kensington and Chelsea London SW7 4DS United Kingdom,51.4945144,-0.1866172,7.68167330677,502,8.05938864629
37337,Lansbury Heritage Hotel,117 Poplar High Street Tower Hamlets London E14 0AE United Kingdom,51.5090985,-0.0157302,9.5175,40,9.19565217391
38139,Batty Langley s,12 Folgate Street City of London London E1 6BX United Kingdom,51.5208575,-0.0779503,9.41101449275,345,9.3807106599
38484,Best Western Mornington Hotel Hyde Park,12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG United Kingdom,51.5119933,-0.1782794,7.97900485437,824,8.03931818182
39308,Arbor City,12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom,51.5166755,-0.0697897,8.88719590269,781,8.92475247525
40750,Ambassadors Bloomsbury,12 Upper Woburn Place Camden London WC1H 0HX United Kingdom,51.5266618,-0.1296571,7.84583333333,768,8.00452261307
41701,The Bryson Hotel,124 Clerkenwell Rd Camden London EC1R 5DJ United Kingdom,51.5220869,-0.1082443,7.80846153846,130,7.78382352941
41889,London Marriott Hotel Regents Park,128 King Henry s Road Camden London NW3 3ST United Kingdom,51.5421476,-0.1703073,8.22925531915,752,8.43400503778
42641,Hilton London Hyde Park,129 Bayswater Road London W2 4RJ United Kingdom,51.51046,-0.1875844,7.64401544402,259,8.06405228758
42900,Staunton Hotel B B,13 15 Gower Street Camden London WC1E 6HE United Kingdom,51.520378,-0.1303414,8.4,248,8.07657657658
44050,Mercure London Bloomsbury Hotel,130 134 Southampton Row Camden London WC1B 5AF United Kingdom,51.5210085,-0.1230966,8.44534883721,602,8.00735785953
44652,The Chamberlain,130 135 Minories City of London London EC3N 1NU United Kingdom,51.5122457,-0.0757326,9.03529411765,969,8.61806451613
45621,Radisson Blu Edwardian Grafton,130 Tottenham Court Road Camden London W1T 5AY United Kingdom,51.5241386,-0.1380807,8.37784342688,1354,8.15217391304
47016,London Marriott Hotel Marble Arch,134 George Street Westminster Borough London W1H 5DN United Kingdom,51.5163841,-0.1635764,8.31229166667,480,8.02724358974
47496,Saint Georges Hotel,14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom,51.517839,-0.1424476,7.40686813187,728,7.68423913043
48224,Park Grand London Lancaster Gate,14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom,51.5132069,-0.1807816,8.85683453237,556,8.69065743945
48780,The Henrietta Hotel,14 Henrietta Street Westminster Borough London WC2E 8QH United Kingdom,51.5109079,-0.1238221,9.18518518519,27,9.23636363636
49577,The Bailey s Hotel London,140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,51.4938733,-0.1824963,8.69410609037,1018,8.71136363636
50595,London Marriott Hotel Park Lane,140 Park Lane Westminster Borough London W1K 7AA United Kingdom,51.5131428,-0.1576714,8.62051282051,78,9.0641509434
50878,Hotel Indigo London Tower Hill,142 Minories City of London London EC3N 1LS United Kingdom,51.5128032,-0.07586,9.33815028902,346,8.94708994709
51224,Windermere Hotel,142 To 144 Warwick Way Victoria Westminster Borough London SW1V 4JE United Kingdom,51.4903724,-0.1459218,8.95052631579,95,7.93225806452
51497,Mercure London Paddington Hotel,144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom,51.5161139,-0.1749521,7.55220820189,634,7.69558359621
52131,Hilton London Paddington,146 Praed Street Westminster Borough London W2 1EE United Kingdom,51.515632,-0.175737,8.09725792631,1167,8.37452692868
53298,London Marriott Hotel Kensington,147 Cromwell Road Kensington and Chelsea London SW5 0TH United Kingdom,51.4944849,-0.1884174,7.98518518519,189,8.02666666667
53487,Kensington House Hotel,15 16 Prince Of Wales Terrace Kensington and Chelsea London W8 5PQ United Kingdom,51.5012329,-0.1859937,8.30334572491,269,8.01948051948
53756,Charlotte Street Hotel,15 17 Charlotte Street Hotel Westminster Borough London W1T 1RJ United Kingdom,51.5184158,-0.1348509,9.48865248227,141,9.51818181818
53897,The Goring,15 Beeston Place Westminster Borough London SW1W 0JW United Kingdom,51.4975621,-0.145551,9.43823529412,102,9.34179104478
54026,The Pelham Starhotels Collezione,15 Cromwell Place Kensington and Chelsea London SW7 2LA United Kingdom,51.4943935,-0.1750169,8.55667870036,277,8.66896551724
54303,The Montague On The Gardens,15 Montague St Bloomsbury Camden London WC1B 5BJ United Kingdom,51.520181,-0.1256957,9.37560386473,414,9.14030612245
55811,The Leonard Hotel,15 Seymour Street Westminster Borough London W1H 7JW United Kingdom,51.5147071,-0.1578291,8.15770114943,435,8.271875
56246,DoubleTree by Hilton London Hyde Park,150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom,51.5100362,-0.190657,8.45439153439,945,8.28801742919
57191,The Ritz London,150 Piccadilly Westminster Borough London W1J 9BR United Kingdom,51.5069446,-0.1415776,9.41699507389,406,9.08409090909
57597,M by Montcalm Shoreditch London Tech City,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom,51.5278465,-0.0889473,9.08635730858,2155,9.11998640381
59830,Clayton Crown Hotel London,152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom,51.5561548,-0.2141824,7.99508804449,1079,8.0103515625
61075,St Paul s Hotel,153 Hammersmith Road Hammersmith and Fulham London W14 0QL United Kingdom,51.4934752,-0.2153256,8.96194225722,381,9.07107843137
61644,The Bloomsbury Hotel,16 22 Great Russell Street Camden London WC1B 3NN United Kingdom,51.5171671,-0.1290534,9.06196660482,539,8.88866666667
62502,Hotel Indigo London Paddington,16 London Street Paddington Westminster Borough London W2 1HL United Kingdom,51.5150534,-0.1739974,8.72276119403,268,8.64649122807
63229,Number Sixteen,16 Sumner Place Kensington and Chelsea London SW7 3EG United Kingdom,51.4930905,-0.1755022,9.04942528736,87,9.1602739726
63316,Hotel Xenia Autograph Collection,160 Cromwell Road Kensington Kensington and Chelsea London SW5 0TL United Kingdom,51.4946905,-0.1910197,9.075,296,8.85
63942,Britannia International Hotel Canary Wharf,163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom,51.5019097,-0.0232208,6.8266443934,4789,7.58810589113
68998,Hilton London Euston,17 18 Upper Woburn Place Camden London WC1H 0HT United Kingdom,51.5265189,-0.1303689,7.12085106383,470,8.06262626263
69468,Egerton House,17 19 Egerton Terrace Knightsbridge Kensington and Chelsea London SW3 2BX United Kingdom,51.4968406,-0.1675498,9.51973684211,76,8.91162790698
69544,Millennium Hotel London Knightsbridge,17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU United Kingdom,51.4999683,-0.1599927,7.44836146971,1007,7.56851119895
70751,Hotel La Place,17 Nottingham Place Westminster Borough London W1U 5LG United Kingdom,51.5215257,-0.1533039,7.6392,125,7.51090909091
71623,Bulgari Hotel London,171 Knightsbridge Westminster Borough London SW7 1DW United Kingdom,51.5015721,-0.1628511,9.52972972973,37,9.16290322581
71660,Novotel London Greenwich,173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom,51.4778583,-0.0137463,8.58511904762,504,8.62737226277
72164,Park Avenue Baker Street,173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,51.5241452,-0.1609907,7.66545240893,851,7.76282051282
73225,Malmaison London,18 21 Charterhouse Square Islington London EC1M 6AH United Kingdom,51.520943,-0.1004581,8.69134993447,763,8.71531322506
73988,The Park City Grand Plaza Kensington Hotel,18 30 Lexham Gardens Kensington and Chelsea London W8 5JE United Kingdom,51.4954976,-0.1893691,8.49829787234,235,7.9598540146
74223,Park Plaza London Riverbank,18 Albert Embankment Lambeth London SE1 7TJ United Kingdom,51.4913737,-0.1214194,8.22893401015,2167,8.42887029289
77236,Danubius Hotel Regents Park,18 Lodge Road Near Baker Street And Marylebone Westminster Borough London NW8 7JT United Kingdom,51.529257,-0.168358,8.12782462057,593,8.0544198895
78366,The Rockwell,181 Cromwell Road Kensington and Chelsea London SW5 0SF United Kingdom,51.4948059,-0.1926525,8.58115942029,552,8.63781818182
78918,The LaLit London,181 Tooley Street Southwark London SE1 2JR United Kingdom,51.5032524,-0.078179,9.21290322581,62,9.41739130435
79054,Courthouse Hotel London,19 21 Gt Marlborough St Westminster Borough London W1F 7HL United Kingdom,51.5143624,-0.1394483,7.86978085352,867,8.31802816901
79921,Best Western The Boltons Hotel London Kensington,19 21 Penywern Road Kensington and Chelsea London SW5 9TT United Kingdom,51.4907493,-0.1934627,7.72896174863,549,7.63614457831
80470,Radisson Blu Edwardian Sussex,19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom,51.5144381,-0.1558337,7.87329842932,573,8.31025641026
81158,The Pillar Hotel,19 Brent Street Brent Cross London NW4 2EU United Kingdom,51.583236,-0.216868,8.39603960396,101,8.98148148148
81259,Crowne Plaza London The City,19 New Bridge Street City of London London EC4V 6DB United Kingdom,51.5122429,-0.1045036,8.75934579439,214,8.32936507937
82576,The Gore Hotel Starhotels Collezione,190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom,51.5001979,-0.1795357,8.56833013436,521,8.67268722467
83097,The Hoxton Holborn,199 206 High Holborn Camden London WC1V 7BD United Kingdom,51.5172398,-0.1220324,9.22529801325,755,9.15463182898
83852,Mercure London Kensington Hotel,1a Lexham Gardens Kensington and Chelsea London W8 5JJ United Kingdom,51.4950098,-0.1906195,7.46199095023,442,7.57567567568
84294,Royal Garden Hotel,2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom,51.5027022,-0.1882164,8.82219679634,874,8.76855753647
85168,Boundary Rooms Suites,2 4 Boundary Street Hackney London E2 7DD United Kingdom,51.5244224,-0.0764614,8.44166666667,12,8.35833333333
85269,Grange White Hall Hotel,2 5 Montague Street Bloomsbury Camden London WC1B 5BU United Kingdom,51.5203469,-0.1260893,7.94857142857,210,7.798
85479,Hilton London Bankside,2 8 Great Suffolk Street Southwark London SE1 0UG United Kingdom,51.5056956,-0.101525,9.2771556551,893,9.33578947368
86372,DoubleTree by Hilton London Ealing,2 8 Hanger Lane Ealing Common London W5 3HN United Kingdom,51.511521,-0.290706,8.32897058824,680,8.51129032258
87197,DoubleTree by Hilton London Victoria,2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom,51.49398,-0.143372,8.44223894638,1063,8.33196969697
88260,St Ermin s Hotel Autograph Collection,2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom,51.498905,-0.1339093,8.87578125,384,8.94025974026
88644,Montagu Place Hotel,2 Montagu Place Westminster Borough London W1H 2ER United Kingdom,51.5191009,-0.1592,9.0045045045,111,9.26307692308
91169,The Trafalgar Hilton,2 Spring Gardens Trafalgar Square Westminster Borough London SW1A 2TS United Kingdom,51.507374,-0.129135,8.07190082645,363,8.16035502959
91532,Park Lane Mews Hotel,2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom,51.5059334,-0.1489418,6.897256386,1057,7.24459459459
92589,Old Ship Inn Hackney,2 Sylvester Path Hackney London E8 1EN United Kingdom,51.5458476,-0.0554113,7.83285714286,140,8.01604938272
92729,The Drayton Court Hotel,2 The Avenue Ealing London W13 8PH United Kingdom,51.5141842,-0.3192925,8.76470588235,391,8.87379679144
93120,The Montcalm Marble Arch,2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom,51.5150522,-0.159239,8.97323279925,1061,8.78689956332
94181,The Colonnade,2 Warrington Crescent Westminster Borough London W9 1ER United Kingdom,51.5243286,-0.1846623,7.66865671642,201,8.13
94382,The Royal Horseguards,2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,51.5054185,-0.1241499,8.9226899384,974,8.85347368421
95356,Grange Fitzrovia Hotel,20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom,51.521759,-0.1425381,7.95846153846,455,8.34674329502
95942,The Hari London,20 Chesham Place Kensington and Chelsea London SW1X 8HQ United Kingdom,51.4973203,-0.1562558,9.20127659574,235,9.19847715736
96177,citizenM London Bankside,20 Lavington Street Southwark London SE1 0NZ United Kingdom,51.5051507,-0.1004724,9.11226104153,1517,9.07686567164
97694,Radisson Blu Edwardian Mercer Street,20 Mercer Street Covent Garden Camden London WC2H 9HD United Kingdom,51.5139275,-0.1271506,8.72777053455,767,8.64481865285
98461,Twenty Nevern Square Hotel,20 Nevern Square Kensington and Chelsea London SW5 9PD United Kingdom,51.4915712,-0.1963192,8.32396907216,776,8.23901639344
99237,The Abbey Court Notting Hill,20 Pembridge Gardens Kensington and Chelsea London W2 4DU United Kingdom,51.5101401,-0.1968951,7.87888888889,90,7.63488372093
100530,Mondrian London,20 Upper Ground Southwark London SE1 9PD United Kingdom,51.5084036,-0.1067988,9.11048336472,1593,9.08481818182
102123,Karma Sanctum Soho Hotel,20 Warwick Street Westminster Borough London W1B 5NF United Kingdom,51.5116049,-0.1383145,7.97150259067,193,8.32752293578
102316,NH London Kensington,202 220 Cromwell Road Kensington and Chelsea London SW5 0SW United Kingdom,51.4948507,-0.1945544,8.23777777778,225,8.12857142857
103716,Simply Rooms Suites,21 Avonmore Road Kensington Hammersmith and Fulham London W14 8RP United Kingdom,51.4944875,-0.2070605,7.63913043478,115,7.8320754717
103896,The Academy,21 Gower Street Camden London WC1E 6HG United Kingdom,51.5205441,-0.1308091,7.89069767442,258,7.60819672131
104154,Le Meridien Piccadilly,21 Piccadilly Westminster Borough London W1J 0BH United Kingdom,51.5094835,-0.1362538,7.59576923077,260,7.60753424658
106134,The Kings Head Hotel,214 High Street Acton London London W3 9NX United Kingdom,51.5079153,-0.2730145,9.03604651163,86,8.6
107032,Montcalm Royal London House City of London,22 25 Finsbury Square City Islington London EC2A 1DX United Kingdom,51.5218066,-0.0856081,9.19468531469,715,9.20824295011
107747,Conrad London St James,22 28 Broadway Westminster Borough London SW1H 0BH United Kingdom,51.4993927,-0.1329128,9.04301675978,358,9.18429752066
108317,London Marriott Hotel West India Quay,22 Hertsmere Road Tower Hamlets London E14 4ED United Kingdom,51.5072713,-0.0211213,8.9786630655,1481,8.7747311828
109798,London Hilton on Park Lane,22 Park Lane Westminster Borough London W1K 1BE United Kingdom,51.5055513,-0.1501698,7.69305135952,331,7.91959459459
110129,Radisson Blu Portman Hotel London,22 Portman Square Westminster Borough London W1H 7BG United Kingdom,51.5161911,-0.1579487,7.79112903226,868,8.05829145729
111290,The Portobello Hotel,22 Stanley Gardens Kensington and Chelsea London W11 2NG United Kingdom,51.512257,-0.2034244,9.03232323232,99,8.60227272727
111525,Landmark London,222 Marylebone Road Westminster Borough London NW1 6JQ United Kingdom,51.519016,-0.166267,8.99432098765,405,9.00686567164
111930,Hilton London Metropole,225 Edgware Road Westminster Borough London W2 1JU United Kingdom,51.5195688,-0.170521,7.3152587519,2628,7.82693602694
114558,Best Western Seraphine Kensington Olympia,225 High Street Kensington Kensington and Chelsea London W8 6SA United Kingdom,51.4992791,-0.1973593,7.4179144385,374,7.35214285714
114932,Portobello House,225 Ladbroke Grove Kensington and Chelsea London W10 6HQ United Kingdom,51.5199224,-0.2116636,8.55877862595,131,8.11506849315
115165,Henry VIII,23 Leinster Gardens Westminster Borough London W2 3AN United Kingdom,51.5124655,-0.182274,6.78509485095,1107,7.5050955414
116272,Goodenough Club,23 Mecklenburgh Square Camden London WC1N 2AD United Kingdom,51.525535,-0.1180354,8.63927038627,466,8.19953703704
117112,London Suites,230 A Mile End Road Tower Hamlets London E1 4LJ United Kingdom,51.5215508,-0.0469238,7.32105263158,114,7.60454545455
117485,Park Plaza Victoria London,239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ United Kingdom,51.4942539,-0.1414756,8.5465003465,1443,8.68092243187
118928,Grange Beauchamp Hotel,24 27 Bedford Place Bloomsbury Camden London WC1B 5JH United Kingdom,51.5203266,-0.1245891,8.58224299065,321,8.63540372671
119249,The Franklin Hotel Starhotels Collezione,24 Egerton Gardens Kensington and Chelsea London SW3 2DB United Kingdom,51.4960283,-0.1686355,8.90714285714,28,8.65
119277,Club Quarters Hotel St Paul s,24 Ludgate Hill City of London London EC4M 7DR United Kingdom,51.5139298,-0.101126,8.46824408468,1606,8.28061002179
121850,The Nadler Kensington,25 Courtfield Gardens Kensington and Chelsea London SW5 0PG United Kingdom,51.4931086,-0.190208,9.00977596741,491,8.97837837838
122627,Rosewood London,252 High Holborn Holborn Camden London WC1V 7EN United Kingdom,51.5173303,-0.1180966,9.44897435897,390,9.325390625
123233,Mayflower Hotel Apartments,26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ United Kingdom,51.4916677,-0.1947475,7.48801410106,851,7.53109756098
124084,Caesar Hotel,26 33 Queens Gardens Westminster Borough London W2 3BE United Kingdom,51.5134603,-0.1833081,8.26372239748,317,8.10241545894
124401,Hotel Xanadu,26 42 Bond Street Ealing London W5 5AA United Kingdom,51.5117907,-0.306071,8.67578125,128,8.47875
124529,Draycott Hotel,26 Cadogan Gardens Kensington and Chelsea London SW3 2RP United Kingdom,51.4930097,-0.159715,9.07674418605,129,9.53125
124658,DoubleTree by Hilton London Docklands Riverside,265 Rotherhithe Street Southwark London SE16 5HW United Kingdom,51.5043483,-0.0334436,8.06339077783,2147,8.17899497487
126805,Bentley London,27 33 Harrington Gardens Kensington and Chelsea London SW7 4JX United Kingdom,51.4928147,-0.1841753,8.40151515152,198,8.3979020979
127024,Park Grand Paddington Court,27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom,51.5135555,-0.180002,8.18583916084,2288,7.94199517297
129397,The Zetter Townhouse Marylebone,28 30 Seymour Street Westminster Borough London W1H 7JB United Kingdom,51.514839,-0.1586656,9.39146341463,82,9.13333333333
129718,The Levin Hotel,28 Basil Street Kensington and Chelsea London SW3 1AS United Kingdom,51.4998574,-0.161717,9.37301587302,63,8.63513513514
129781,The Tophams Hotel,28 Ebury Street Westminster Borough London SW1W 0LU United Kingdom,51.4957436,-0.1477528,6.48,180,6.96
130183,H10 London Waterloo,284 To 302 Waterloo Road Southwark London SE1 8RQ United Kingdom,51.4988817,-0.1062888,8.40330578512,484,8.65
130667,San Domenico House,29 31 Draycott Place Kensington and Chelsea London SW3 2SH United Kingdom,51.4917798,-0.1616049,8.88360655738,122,9.18684210526
130789,Bloomsbury Palace Hotel,29 31 Gower Street Camden London WC1E 6HG United Kingdom,51.5207945,-0.1310845,6.73668499607,1273,6.97636761488
132593,Innkeeper s Lodge London Greenwich,291 Greenwich High Road Greenwich Greenwich London SE10 8NA United Kingdom,51.4801631,-0.0097201,8.28509036145,664,7.9766798419
133715,Holiday Inn London Mayfair,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom,51.507746,-0.1422993,8.05239567233,647,7.91307692308
134761,Paddington Court Executive Rooms,3 Devonshire Terrace Westminster Borough London W2 3DN United Kingdom,51.5138357,-0.1797976,7.90215827338,278,7.8953125
135039,Novotel London Paddington,3 Kingdom Street Sheldon Square Westminster Borough London W2 6BD United Kingdom,51.519032,-0.1825943,8.43810741688,391,8.60431034483
137888,South Place Hotel,3 South Place City of London London EC2M 2AF United Kingdom,51.5189182,-0.0866009,9.26717791411,326,9.34553191489
138214,The Royal Park Hotel,3 Westbourne Terrace Lancaster Gate Westminster Borough London W2 3UL United Kingdom,51.5142054,-0.1766098,8.75068493151,146,8.54255319149
138470,Henley House Hotel,30 Barkston Gardens Kensington and Chelsea London SW5 0EN United Kingdom,51.4922348,-0.1914229,8.60190930788,419,8.59416058394
138889,Holiday Inn London Camden Lock,30 Jamestown Road Camden London NW1 7BY United Kingdom,51.5404555,-0.1460833,8.73324324324,740,8.36411483254
139629,DoubleTree by Hilton London Westminster,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,51.4932356,-0.1269082,8.49074818986,1243,8.51425030979
140872,Blakemore Hyde Park,30 Leinster Gardens Bayswater Westminster Borough London W2 3AN United Kingdom,51.5129736,-0.1837431,8.52672176309,2178,8.45141903172
143050,Hyatt Regency London The Churchill,30 Portman Square Westminster Borough London W1H 7BH United Kingdom,51.5156471,-0.1572443,8.633984375,256,8.76123188406
143306,Rathbone,30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom,51.5186801,-0.1354055,8.28728813559,354,8.32261306533
143975,Comfort Inn Suites Kings Cross St Pancras,31 33 Argyle Street Camden London WC1H 8EP United Kingdom,51.5289499,-0.1232979,8.12239819005,442,8.05479452055
144417,The Queens Gate Hotel,31 34 Queen s Gate Kensington and Chelsea London SW7 5JA United Kingdom,51.4981225,-0.1799693,8.18893925657,1103,8.22328244275
145520,Grange Langham Court Hotel,31 35 Langham Street Westminster Borough London W1W 6BU United Kingdom,51.5189077,-0.1421957,7.97364864865,296,7.75068493151
