,Hotel_Name,Hotel_Address,lat,lng,Reviewer_Average_Score,Total_No_Of_Reviewers,Non_Reviewer_Average_Score
422999,Golden Tulip Amsterdam Riverside,Provincialeweg 38 Zuidoost 1108 AB Amsterdam Netherlands,52.3154533,4.9962997,7.40928853755,506,7.68734693878
427001,NH Amsterdam Caransa,Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands,52.3664077,4.8969091,8.0109375,256,7.69270072993
427257,NH Amsterdam Schiller,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,52.3657092,4.8966912,7.81381443299,485,7.45357142857
427742,Royal Amsterdam Hotel,Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,52.3657281,4.8972883,7.46666666667,162,7.25789473684
430983,The College Hotel,Roelof Hartstraat 1 Oud Zuid 1071 VE Amsterdam Netherlands,52.3527675,4.88373,8.24640522876,153,8.41388888889
431136,Hotel Roemer Amsterdam,Roemer Visscherstraat 8 10 Oud West 1054 EV Amsterdam Netherlands,52.3617577,4.8780052,8.51604477612,268,7.81344537815
437802,Radisson Blu Hotel Amsterdam,Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,52.3702469,4.8966743,8.60526762957,1177,8.59250302297
440724,Hyatt Regency Amsterdam,Sarphatistraat 104 Amsterdam City Center 1018 GV Amsterdam Netherlands,52.3617751,4.9118187,8.5552238806,67,9.06885245902
444964,Fletcher Hotel Amsterdam,Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,52.2924567,4.9444338,7.63193277311,595,8.11746031746
450210,Hotel Esther a,Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands,52.3705447,4.8886439,9.26641262929,1837,8.73345323741
452658,Best Western Plus Hotel Blue Square,Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD Amsterdam Netherlands,52.3786823,4.8207833,7.35151515152,594,7.22481572482
455966,WestCord Art Hotel Amsterdam 4 stars,Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,52.3924898,4.8683822,8.62976445396,467,8.25952380952
456433,W Amsterdam,Spuistraat 175 Amsterdam City Center 1012 VN Amsterdam Netherlands,52.3727871,4.8900059,8.30327102804,214,8.53618421053
456647,NH City Centre Amsterdam,Spuistraat 288 292 Amsterdam City Center 1012 VX Amsterdam Netherlands,52.3697554,4.8887815,8.14974293059,778,8.29606879607
459453,Ramada Apollo Amsterdam Centre,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,52.3681299,4.8440847,8.29571596244,1704,8.02386609071
461157,Amsterdam Marriott Hotel,Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,52.362514,4.8800077,8.1264781491,389,8.05761316872
461546,Park Hotel,Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,52.3613814,4.8832594,8.38286163522,636,8.12255892256
462182,NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,52.3630682,4.8794451,7.64481012658,395,7.79045643154
469602,Conservatorium Hotel,Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,52.358631,4.8786236,9.21594202899,138,9.18086956522
469740,NH Amsterdam Zuid,Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,52.3266672,4.8800884,7.9231441048,229,7.60945945946
497515,NH Carlton Amsterdam,Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,52.3663727,4.8930505,7.01189189189,1110,6.97758913413
498625,Albus Hotel Amsterdam City Centre,Vijzelstraat 49 Amsterdam City Center 1017 HE Amsterdam Netherlands,52.365823,4.893243,8.20979381443,194,8.18
499434,Hotel Vondel Amsterdam,Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,52.3625662,4.8779225,8.0785440613,522,7.83467741935
502416,Boutique Hotel Notting Hill,Westeinde 26 Amsterdam City Center 1017 ZP Amsterdam Netherlands,52.3583821,4.8988777,8.54505327245,657,8.16410891089
508485,Amsterdam Canal Residence,Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands,52.3594783,4.895853,8.40895522388,67,7.91578947368
509232,The Student Hotel Amsterdam City,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands,52.3546649,4.9131641,8.82024111675,1576,8.50564102564
